#OTUId	01.AV555	02.AV604	03.AV612	04.AV650	05.AV717	06.AV718	07.AV770	08.AV782.2	09.AV791	10.AV794	11.AV833	12.AV967	13.AV968	14.AV971	15.AV972	16.AV974	17.AV996	18.AV551	19.AV572	20.AV580	21.AV586	22.AV589	23.AV590	24.AV591	25.AV598	26.AV608	27.AV609	28.AV610	29.AV611	30.AV802	31.AV521	32.AV527	33.AV541	34.AV542	35.AV543	36.AV567	37.AV568	38.AV570	39.AV571	40.AV579	41.AV803	42.AV814	43.AV583	44.AV584	45.AV587	46.AV588	47.AV596	48.AV597	49.AV816	50.AV817	51.AV863	52.AV864	53.AV865	54.AV866	taxonomy
ASV_660	7	1	0	1	0	1	34	8	85	3	2	104	196	162	54	57	37	0	4	3	28	21	0	25	134	183	134	9	25	12	37	4	2	31	21	4	1	3	27	34	26	11	198	44	43	2	1	1	63	253	99	92	6	82	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_217	0	0	0	17	1	0	13	10	244	127	11	164	168	6	1	51	134	13	1	11	12	10	2	27	38	58	10	1	3	10	90	2	23	62	16	79	1	19	37	5	302	342	9	3	27	18	2	3	592	91	334	124	52	178	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_667	10	25	12	11	2	2	84	13	19	51	17	9	45	26	23	47	1	173	28	86	30	66	42	62	45	2	18	23	26	2	28	53	72	47	37	52	54	59	49	97	58	105	105	39	39	20	38	20	55	33	28	4	12	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_473	24	46	26	14	1	3	96	7	26	71	14	19	46	23	21	28	0	171	26	104	21	73	67	84	61	4	16	34	54	10	34	50	78	55	39	58	82	55	62	102	54	77	137	52	39	21	51	20	80	55	75	9	19	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4608	4	16	1	16	9	10	25	3	30	50	5	31	10	22	106	72	26	64	9	36	38	53	15	42	43	34	24	16	19	14	24	39	23	28	13	20	31	26	43	42	47	37	43	32	12	34	44	19	22	17	21	29	10	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4545	9	85	32	12	0	0	18	2	0	0	1	1	0	1	0	0	0	0	18	0	8	17	3	100	0	1	6	23	45	9	1	0	0	0	1	4	7	29	16	7	7	6	29	0	6	2	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_864	5	17	14	8	20	14	41	41	14	13	49	23	3	12	84	13	25	99	95	156	28	20	66	87	57	3	110	71	61	34	39	84	99	82	37	56	133	46	94	148	206	317	21	8	77	74	25	2	97	234	341	107	130	197	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;
ASV_1128	2	0	7	62	12	0	10	3	6	1	83	23	17	12	0	27	18	4	39	87	46	251	29	0	49	50	68	93	77	73	53	53	101	45	56	76	74	28	144	204	68	47	176	102	25	109	114	79	63	22	132	68	5	63	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4551	4	4	1	2	5	1	10	6	13	7	26	8	11	10	6	11	11	3	4	50	47	117	26	32	36	35	37	48	43	32	47	23	70	32	18	1	5	46	17	44	64	67	89	42	30	27	43	34	11	2	20	45	21	36	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1315	38	11	89	65	21	9	55	2	38	4	44	0	0	37	24	2	1	122	87	43	21	1	2	4	6	0	0	1	0	1	125	23	35	65	100	50	33	26	104	11	27	57	0	0	7	11	27	9	0	3	1	2	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_5130	29	31	27	9	30	4	47	6	28	71	65	1	15	5	5	10	2	22	12	15	15	11	8	12	8	26	16	15	6	10	16	19	14	24	16	23	6	16	20	47	28	26	8	16	57	12	18	18	2	5	10	45	27	19	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_9942	0	2	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	1	29	0	0	13	22	17	64	5	12	0	1	0	24	2	1	0	1	0	17	4	0	0	0	0	137	1	64	22	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_950	20	12	3	32	27	0	63	17	123	192	28	4	36	74	214	403	296	3	20	45	29	40	9	26	16	26	40	24	30	29	15	90	13	9	31	99	46	36	43	94	89	31	24	109	84	162	113	127	26	127	43	33	60	46	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_1160	11	12	34	24	28	23	18	2	17	1	36	1	2	16	49	5	1	18	11	14	19	23	17	7	22	15	25	35	7	18	46	9	31	23	21	20	12	10	21	14	39	31	33	88	53	109	84	138	23	7	20	38	49	34	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_376	3	47	53	174	81	55	89	81	8	1	19	0	0	4	165	50	3	8	106	96	53	42	77	43	54	0	35	79	65	79	52	51	162	80	87	60	51	47	72	48	42	22	0	3	32	43	25	56	15	4	34	11	48	19	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1143	19	6	13	21	13	7	56	63	46	89	6	62	79	11	11	10	66	17	59	47	28	164	19	130	18	32	20	37	17	43	52	37	86	125	18	25	50	16	72	97	29	128	203	15	182	229	72	18	96	87	133	36	15	52	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_946	17	41	16	13	2	0	64	8	16	43	15	9	37	26	14	32	1	151	26	70	20	44	37	50	52	0	20	21	31	1	29	33	53	43	28	48	54	37	41	89	37	73	93	37	29	10	45	14	77	34	58	6	3	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2102	0	0	0	0	2	0	44	9	62	68	7	211	49	0	2	7	20	0	7	12	19	6	1	45	29	1	4	0	2	3	53	1	4	11	15	0	0	3	0	26	9	108	2	2	1	23	0	0	24	51	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1934	27	19	13	23	27	32	35	15	23	16	21	13	21	25	18	20	30	126	47	57	36	43	61	24	29	52	42	66	38	24	17	56	31	45	19	65	53	51	51	29	70	49	93	44	33	32	36	22	42	22	53	34	52	51	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;
ASV_1474	20	50	21	11	22	10	101	70	36	55	49	60	27	61	157	53	118	27	76	43	77	97	60	134	90	64	66	73	57	45	91	103	41	75	60	58	98	97	102	65	83	83	105	74	66	58	99	82	49	16	100	49	40	100	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_2684	68	42	191	159	73	23	11	10	29	19	112	31	16	132	151	0	26	24	11	7	31	21	7	5	10	29	29	42	14	22	21	12	40	21	19	11	13	4	64	2	12	19	13	3	8	31	15	11	0	1	5	22	15	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_4709	4	5	8	11	9	12	15	2	23	8	12	22	17	8	22	13	16	14	44	26	34	23	16	13	17	17	24	5	4	9	23	19	22	27	27	15	4	4	53	12	12	7	32	9	48	33	14	21	29	13	9	41	10	14	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3075	0	1	0	0	0	0	14	0	0	1	1	3	0	0	1	5	0	0	36	62	43	72	29	60	46	91	89	9	29	6	13	18	31	32	10	17	15	8	3	3	0	6	3	8	42	9	7	4	2	1	2	17	12	18	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_2308	0	10	0	6	11	0	0	23	9	5	0	1	8	7	0	15	0	0	27	0	28	1	33	62	22	0	4	3	28	9	42	18	6	23	18	31	80	1	50	71	1	60	77	0	25	0	6	4	11	1	0	1	15	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;
ASV_1751	41	13	49	44	16	10	36	2	35	0	48	0	0	18	19	0	3	75	68	37	13	2	6	0	4	0	0	0	0	2	97	22	28	42	83	35	25	20	92	9	28	70	0	0	5	12	14	9	0	1	0	1	1	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_10417	2	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	16	127	128	0	39	33	50	1	7	0	1	0	0	35	38	40	1	0	0	20	35	44	120	0	114	81	0	0	0	1	3	0	5	7	3	7	15	5	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_2520	62	32	144	25	36	80	8	4	10	25	12	36	82	40	17	41	68	45	3	1	18	25	13	16	6	13	12	11	8	7	23	15	10	35	22	15	8	14	30	8	9	25	63	32	57	36	54	46	27	35	12	25	24	28	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_8466	0	3	1	0	2	0	0	4	15	0	0	0	6	0	0	0	28	4	6	25	13	17	13	18	19	2	0	0	0	1	1	13	9	20	9	20	14	11	0	13	0	1	0	9	4	5	5	1	0	1	12	2	10	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_545	13	28	15	15	2	2	100	7	16	60	12	11	35	25	19	34	1	202	23	88	18	70	60	53	68	5	27	29	35	1	36	55	65	44	34	52	49	62	45	88	55	102	94	37	25	22	54	19	74	41	32	10	5	14	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2574	1	2	5	0	0	3	9	3	4	8	9	1	8	7	3	2	17	37	43	22	24	51	30	10	4	3	11	15	19	21	36	9	66	15	9	19	20	2	19	37	16	39	122	25	14	32	41	33	16	4	4	5	9	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3307	0	3	0	4	0	3	58	23	22	22	21	51	4	0	0	0	14	7	20	77	36	66	29	24	34	28	21	27	4	23	25	14	6	46	4	22	56	1	12	21	36	43	64	14	8	13	3	5	119	11	178	19	117	28	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4228	1	19	4	13	11	7	21	10	16	67	6	49	24	28	128	95	40	98	25	37	22	41	17	65	44	39	44	16	26	16	12	58	26	35	14	28	65	19	47	49	59	44	48	31	13	48	50	15	31	20	29	28	6	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1524	41	2	3	5	64	26	8	6	0	1	62	0	2	0	3	2	118	1	11	180	6	0	44	277	0	0	1	16	86	0	19	28	0	54	2	5	5	3	5	7	21	17	0	0	0	79	0	0	0	0	0	1	1	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3035	4	11	0	15	2	0	39	2	37	1	4	23	0	18	0	1	0	1	9	42	32	193	6	74	74	99	71	61	41	41	20	56	0	13	15	21	22	9	12	59	5	0	98	63	8	21	9	12	0	23	39	40	6	57	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1980	32	15	65	28	37	75	4	24	12	3	71	0	0	7	46	12	1	69	3	10	23	36	33	10	18	0	13	17	6	31	6	12	34	8	9	13	6	5	23	9	48	22	0	26	26	43	52	45	0	0	0	0	26	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;
ASV_1772	4	0	2	25	1	2	56	16	110	175	230	13	4	2	30	5	3	46	301	244	49	231	171	48	20	199	111	91	33	102	36	90	25	135	25	109	67	46	8	77	192	53	8	150	79	64	19	43	0	4	0	16	52	10	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_789	20	26	8	25	8	3	33	72	65	73	42	24	84	82	28	43	26	50	30	70	57	50	105	128	105	98	98	105	105	47	55	227	85	116	49	88	98	95	97	140	246	197	181	94	126	142	92	136	68	70	63	29	62	114	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_8104	2	6	0	0	2	0	3	0	0	0	0	0	0	0	42	1	0	0	11	6	8	5	2	15	4	13	8	6	1	3	6	0	12	12	7	2	1	5	6	12	1	7	5	25	0	1	0	0	7	40	79	137	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_8450	3	0	1	2	6	0	52	9	23	9	32	15	16	64	3	9	3	3	1	18	32	29	3	12	43	43	8	2	2	4	12	12	7	6	3	1	1	4	2	26	5	10	10	19	3	30	1	11	85	11	189	65	87	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2701	66	42	145	50	57	103	46	19	51	41	53	13	49	19	57	57	36	127	25	33	10	58	22	6	30	20	22	37	22	25	19	23	14	41	30	13	10	35	53	24	41	43	2	31	69	18	26	26	19	22	14	22	62	38	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
ASV_4605	0	0	3	1	3	3	3	4	5	0	5	1	0	9	1	1	0	3	51	24	24	50	15	34	55	38	23	49	9	29	10	21	7	18	20	17	8	10	5	30	28	45	30	6	26	16	5	27	86	0	48	60	61	49	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_2944	10	8	17	15	11	11	8	4	13	0	27	0	1	5	29	4	2	11	11	13	16	12	8	5	11	5	12	24	1	12	25	9	20	18	11	24	7	11	13	6	25	13	20	65	34	85	35	79	13	3	10	19	30	13	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_4325	1	0	0	0	4	2	0	4	8	0	0	0	0	18	41	12	0	0	0	14	22	24	61	4	21	0	0	4	0	15	4	7	35	33	5	0	8	0	0	101	1	0	0	2	4	0	45	9	41	2	0	0	37	17	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1876	12	4	0	34	15	0	38	12	77	119	7	3	21	49	127	235	209	2	14	18	14	21	9	15	11	17	20	23	33	29	8	27	7	5	29	66	24	18	28	47	48	14	10	64	29	110	84	67	22	92	39	31	33	28	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_9179	19	9	20	25	10	4	0	0	11	7	13	5	1	14	21	0	3	1	2	1	6	5	1	0	2	6	3	5	1	7	2	1	8	3	6	0	2	1	10	0	2	4	1	0	0	3	1	0	0	0	1	2	3	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_3705	67	11	30	96	55	58	49	30	92	71	72	101	38	31	45	25	56	171	32	90	27	44	21	62	78	47	80	55	39	62	58	55	38	75	40	65	39	55	100	47	98	49	160	56	44	49	54	48	110	48	104	80	86	92	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_2365	0	1	0	0	0	0	15	1	0	2	0	3	0	0	0	7	2	0	30	62	29	95	32	49	42	103	110	9	34	14	25	24	35	28	13	14	15	9	2	2	2	1	1	12	48	9	3	2	0	1	2	18	11	27	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1432	8	21	21	15	19	19	21	6	56	18	12	11	29	17	25	27	9	25	81	23	24	43	30	5	21	46	50	27	6	39	53	31	18	70	30	46	11	20	23	29	58	55	55	28	76	33	16	103	17	16	4	36	35	14	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1017	10	21	12	5	48	66	49	18	13	16	38	11	13	6	49	7	5	168	26	72	6	12	10	9	3	6	21	47	21	41	7	38	102	50	5	37	56	16	73	15	35	49	20	23	56	8	16	30	7	6	56	14	28	43	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_1084	37	27	40	34	69	32	22	26	24	15	35	0	26	53	62	44	24	13	55	26	42	49	32	23	45	55	78	71	24	27	49	41	17	50	42	50	24	22	42	35	30	32	8	1	14	37	25	35	7	6	8	14	18	32	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_821	49	1	6	2	5	2	11	8	5	3	50	35	10	45	4	133	14	33	3	9	12	3	7	22	14	53	36	74	75	29	4	48	6	30	9	52	71	82	8	113	52	13	100	87	8	12	0	20	48	28	54	54	76	55	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1824	5	5	7	0	3	4	4	3	10	17	10	1	10	7	3	2	9	40	48	29	22	64	32	10	15	11	11	13	22	25	48	7	92	15	21	18	19	4	41	43	44	52	139	31	20	42	41	25	9	12	8	3	8	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_936	28	25	8	59	32	1	48	15	174	216	17	1	36	84	213	427	329	3	27	37	22	43	12	19	26	41	48	30	41	28	16	76	6	18	41	115	44	27	60	121	85	27	32	122	56	186	118	143	25	157	48	59	81	52	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_935	1	11	0	6	0	0	48	0	34	0	9	52	0	12	0	0	0	0	11	76	34	192	12	103	86	110	103	86	34	69	29	71	2	12	26	22	39	8	18	67	3	1	99	57	2	25	12	14	0	32	52	43	9	84	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9362	19	96	4	20	17	6	22	11	19	40	11	33	16	5	31	23	144	27	9	42	16	28	14	33	27	46	46	25	17	11	30	24	11	14	13	14	4	6	28	25	56	19	61	35	28	55	16	14	73	11	27	28	21	29	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_1431	2	8	77	0	0	0	24	1	1	0	51	296	9	58	105	718	58	0	8	7	12	7	30	26	19	0	1	0	106	62	2	83	0	139	0	14	3	44	128	9	174	116	0	145	83	0	3	0	0	4	0	6	51	11	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1273	4	10	0	5	0	0	38	2	30	0	4	30	0	9	0	2	1	0	8	56	31	167	13	82	91	89	80	57	28	36	18	67	0	16	16	23	24	8	7	38	5	0	97	69	2	16	13	7	0	26	51	35	10	77	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1631	38	31	90	42	30	111	36	29	0	0	77	0	1	0	19	0	0	5	56	14	33	20	39	7	12	0	20	55	56	48	34	5	43	9	22	12	32	0	70	1	25	13	1	0	8	10	20	32	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_294	105	61	90	75	55	78	105	78	93	93	77	263	255	116	164	123	46	254	143	150	65	116	64	133	73	75	208	102	97	73	43	160	186	222	118	102	142	95	76	43	177	142	28	338	378	254	186	156	198	60	126	132	121	190	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;
ASV_832	30	152	199	41	110	58	25	7	75	80	209	69	35	44	112	63	77	76	157	35	114	120	130	45	111	100	134	244	84	96	121	93	92	169	89	82	79	44	147	42	133	115	319	107	214	198	99	155	14	67	11	37	79	25	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_12504	0	1	0	0	0	0	0	0	0	0	1	6	2	0	0	0	4	0	2	0	9	0	0	1	1	2	4	1	4	0	0	13	0	0	0	0	1	0	6	2	0	0	3	104	12	0	0	33	2	0	0	1	2	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2182	19	8	0	26	15	0	35	19	83	128	16	3	29	54	136	229	184	0	20	33	27	25	7	11	12	20	23	17	19	21	8	52	9	6	24	62	18	13	27	52	53	21	13	71	42	128	83	82	15	110	41	28	43	40	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_3410	6	46	9	6	13	3	22	8	13	15	5	70	98	61	61	52	135	35	6	12	10	21	5	43	18	31	5	13	7	11	34	13	34	10	3	10	17	58	7	46	11	17	0	64	73	33	19	17	45	75	55	62	37	27	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1124	50	49	110	70	48	134	45	21	6	0	83	0	1	0	19	1	2	3	73	10	26	35	47	5	17	0	29	68	60	55	39	12	72	4	23	23	34	0	78	0	25	13	0	0	4	8	43	33	0	2	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1422	0	0	0	61	1	0	1	35	58	74	21	70	60	65	195	109	63	0	13	12	11	0	3	52	37	6	9	8	47	43	11	1	38	3	1	13	21	44	36	64	23	39	0	5	21	1	13	50	8	18	0	1	7	79	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4060	0	2	1	1	1	3	2	3	7	7	3	16	16	2	50	36	9	6	3	3	13	4	5	12	14	76	8	6	3	13	5	1	6	5	4	8	0	1	11	12	11	1	30	3	3	6	0	1	97	21	10	47	3	11	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_542	186	65	12	44	57	63	36	28	68	164	197	76	45	3	24	82	115	610	492	485	91	697	196	108	183	66	38	67	251	27	112	64	152	190	41	421	538	507	259	323	31	159	961	621	200	312	717	377	87	68	46	86	34	118	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_11614	8	18	16	2	11	8	9	1	34	12	15	0	0	13	14	9	3	17	67	27	33	35	14	10	27	21	72	7	5	26	116	4	21	22	29	101	28	12	163	25	42	28	1	7	25	41	11	12	0	19	15	17	36	24	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1367	1	0	86	14	5	4	0	0	0	0	10	0	0	0	1	0	0	59	85	130	34	54	75	36	59	75	106	98	28	57	135	70	73	133	129	119	24	57	119	111	181	60	150	184	128	148	96	145	10	3	38	112	91	59	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_718	271	121	0	11	0	0	32	0	0	0	1	1	3	2	1	1	0	409	166	113	16	8	7	226	10	268	353	242	185	5	100	6	0	0	7	126	295	248	286	130	110	24	176	227	154	169	4	0	0	2	257	218	229	102	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2490	7	5	18	6	9	8	32	6	4	25	46	43	67	29	87	49	98	48	1	8	17	15	13	11	4	5	9	16	13	3	43	12	6	20	6	46	28	28	14	42	51	26	113	47	56	63	56	96	26	38	18	19	49	29	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1712	10	64	48	18	38	12	20	8	38	41	95	19	10	11	45	26	33	35	40	15	33	12	20	12	37	47	52	56	23	48	34	36	23	32	30	25	21	15	54	18	38	29	164	42	89	105	35	56	7	17	4	22	51	16	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3862	34	25	70	72	39	7	0	1	9	4	32	11	10	31	47	0	15	6	9	3	9	12	6	2	3	9	4	11	10	7	0	3	14	14	5	2	7	1	22	0	3	6	4	1	3	11	3	3	2	0	5	10	6	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_8988	40	3	13	80	6	5	20	5	11	2	37	8	17	9	30	6	44	16	10	22	26	16	14	6	6	11	41	24	19	7	6	12	30	9	11	10	25	18	19	1	47	32	19	47	13	17	10	8	6	15	13	5	6	18	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_417	76	43	16	56	10	42	57	22	56	46	42	63	32	33	87	82	50	204	11	23	13	10	16	11	23	10	8	46	5	5	23	26	72	38	40	26	60	81	76	28	26	84	243	133	39	114	43	32	25	119	104	21	55	33	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_2369	11	52	25	14	40	11	8	3	25	34	66	8	15	5	43	20	17	33	34	12	23	15	13	11	28	43	41	33	13	29	22	23	10	27	15	20	15	7	32	16	22	33	150	44	68	70	23	40	2	12	1	9	25	19	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3173	11	100	33	22	2	0	13	3	0	0	1	0	2	0	0	0	0	1	18	8	8	25	1	150	0	0	7	38	65	12	1	2	1	1	5	12	20	32	19	22	11	2	35	0	6	0	0	0	0	0	1	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4907	9	75	0	1	11	0	7	89	0	0	1	0	0	0	0	0	0	10	21	40	20	8	27	35	26	0	0	2	4	0	1	58	22	13	27	16	3	5	45	25	3	2	27	51	58	26	0	0	113	5	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5284	0	0	0	0	4	0	23	3	17	38	14	90	28	0	0	1	9	3	8	6	7	5	2	17	12	2	1	0	7	1	25	0	3	3	11	1	0	2	0	9	2	35	1	0	0	8	0	0	13	19	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3882	1	0	2	5	0	9	3	13	3	1	3	21	5	11	59	33	75	74	6	11	9	6	9	10	15	0	0	1	0	3	10	20	5	36	3	8	7	4	60	32	6	42	141	91	43	13	11	2	10	32	41	50	20	79	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1205	80	13	0	198	0	31	29	80	45	15	1	33	13	6	1	0	1	160	89	123	21	11	74	17	76	38	20	23	20	84	98	107	224	60	72	70	78	74	65	28	25	115	0	54	114	92	58	75	29	102	14	54	0	3	Bacteria;;;;;;
ASV_16967	4	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	16	8	15	103	1	4	0	0	0	1	0	0	22	0	35	40	0	6	0	0	24	0	0	0	0	3	1	29	1	0	2	0	0	6	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_1907	8	19	60	12	10	22	18	2	20	27	50	7	21	31	33	35	22	32	58	26	34	30	19	8	8	61	47	50	26	37	28	18	16	27	24	33	11	10	46	16	49	10	5	35	19	26	16	13	14	12	7	17	11	15	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_1476	3	5	2	7	3	1	48	15	9	25	26	21	87	27	119	63	101	71	13	27	19	59	31	91	15	25	19	20	29	15	9	26	28	6	14	30	84	23	13	82	47	111	20	281	96	116	67	46	94	55	168	12	37	54	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_8635	0	0	0	0	0	0	0	13	6	0	0	4	3	6	1	1	18	0	3	0	27	13	0	0	0	0	0	2	3	1	3	5	0	4	0	1	4	11	6	15	2	0	50	3	17	4	4	1	0	11	1	80	1	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3699	1	1	2	5	0	4	2	2	0	3	3	0	0	0	0	0	0	5	111	17	6	0	26	13	0	22	39	47	12	11	35	14	36	20	6	17	4	14	18	17	15	11	2	6	38	49	47	54	6	0	12	12	30	19	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_5359	8	2	2	0	0	1	17	5	5	27	2	133	96	13	18	65	22	3	7	25	12	18	4	25	46	53	37	20	33	26	10	28	20	5	3	8	8	15	20	21	26	13	29	39	8	23	23	8	19	2	29	103	38	15	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_9270	25	3	2	20	0	3	18	5	12	21	6	6	4	15	11	8	25	5	7	12	22	68	12	28	11	2	11	3	3	9	18	16	53	62	64	12	9	37	41	9	50	54	14	13	11	4	8	6	0	5	25	3	12	44	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
